4247cbb9 AIGenericCommon
4ee20e18 IsSkinSpawnConditionData
df4753bf IsSpecifiedUnitCastRequirement
f297367c IsSpecifiedUnitCastRequirementInstance
703acc15 IsTurningParametricUpdater
3b832d22 ItemAdvice
222cbfee ItemAdviceAttribute
fb0c2876 ItemAdviceReason
244c26e6 ItemData
c03becd9 ItemDataAvailability
e535c1de ItemDataBuild
851af275 ItemDataClient
e26d7082 ItemDataClientInstance
90697a81 ItemDataInstance
f4613a84 ItemDataModifiable
ab71da5f ItemDataModifiableInstance
b2c62c87 ItemDataValue
61f8c41c ItemDataValues
a23f9d7e ItemGrid
a25d9452 ItemGridRow
513f4901 ItemGridSection
3b2ddd39 ItemGroup
da2b8486 ItemGroupInstance
7db9ab0b ItemModifier
9fd82678 ItemModifierInstance
e2eb03e8 ItemPurchaseModifier
5a3bc52d ItemRecOverrideRange
5ebbc52b ItemRecommendationChoices
17a2cb2a ItemRecommendationCondition
fe4cf7d0 ItemRecommendationContext
826c6058 ItemRecommendationContextList
46922abe ItemRecommendationItemList
2e7b6130 ItemRecommendationMatrix
a28c7954 ItemRecommendationMatrixRow
e28404d1 ItemRecommendationNode
63019e19 ItemRecommendationOverride
e8579ba0 ItemRecommendationOverrideContext
a422530f ItemRecommendationOverrideSet
f82b21de ItemRecommendationOverrideStartingItemBundle
9860cec6 ItemRecommendationOverrideStartingItemSet
f4063972 ItemRecommendationPath
cfce5be5 ItemScript
ff410d3f ItemScriptEvent
3fc15f90 ItemSelectionBaseViewController
dafc7c75 ItemSelectionViewController
f49573c3 ItemShopGameModeData
e501834f ItemShopViewController
4a2fe72c ItemSlotDetailedUiData
bbd81d5f ItemSlotHasChargesCastRequirement
9aaf8f1c ItemSlotHasChargesCastRequirementInstance
29b498b2 ItemSlotSimpleUiData
aeae0877 Joint
4ccf9584 JointInstance
71215bc9 JointOrientationEventData
b5c1b6ad JointSnapEventData
f3b1f72a JointSnapEventDataInstance
b375545f JointSnapRigPoseModifilerData
b45ca61c JointSnapRigPoseModifilerDataInstance
8f3c54a6 JungleAction
04910987 JungleLocationMapInformation
4f0a9fe8 JungleMonsterKillsTypeConstraintInfo
6d44cc13 JunglePath
0d7f2774 JunglePathRecommendation
462a7005 JunglePathRecommendations
bef080b3 JungleRecommendationMapInformation
cc8cc1ee KeyFrameFloatClipReaderDriver
b568ab53 KeyFrameFloatMapClipAccessoryData
7a0c339d KeyInputSourceBool
5ca5224c KeywordData
0be71189 KeywordViewController
293abb5a KillAllTurretsCheat
c22c2bc5 KillAllTurretsCheatInstance
87918b51 KillCalloutsViewController
c2394d52 KillingSpreeFilter
5e28b5c5 KillsOnOpponentRoleConstraintInfo
e7da7f6f LabelElement
0e7be4b7 LaneData
75d89b68 LargeMinionFilter
d60f170b LaunchAreaData
a51270e5 LayoutStyleBase
d7d5f570 LayoutStyleGrid
26f2a088 LayoutStyleHorizontalList
b277fa06 LayoutStyleVerticalList
c910a9e4 LeagueFlavor
4d56bdac LeagueRotatingFlavor
30eeda78 LearnedSpellDynamicMaterialBoolDriver
553e4ba3 LearnedSpellDynamicMaterialBoolDriverInstance
b4c4e463 LerpMaterialDriver
4a382a20 LerpMaterialDriverInstance
22d8a036 LerpVec4LogicDriver
50508565 LevelControlScript
a8676bc9 LevelController
bafabcc8 LevelControllerManager
12e24bcd LevelPropAiClient
d27d6bcf LevelPropAiCommon
5a730cb9 LevelPropGameObject
2c04ede0 LevelPropGameObjectCommon
4d8b713a LevelPropSpawnerPoint
e3c4beb7 LevelScriptBlock
cd750bea LevelScriptController
74e94776 LevelScriptControllerFunctionLink
106bef1e LevelScriptFunctionLink
d59ad1fe LevelScriptLegacyBlock
900ae818 LevelScriptOnEnd
9738ad75 LevelScriptOnInit
b68a82eb LevelScriptOnLoad
ccea6e3a LevelScriptOnReset
562f28ea LevelScriptOnUpdate
f30a6eea LevelUpUiData
2cdc6a27 LineTargetToCaster
4388bb90 LinearTransformProcessorData
db961a4b LinearTransformProcessorDataInstance
14c5a120 LinkedCcBehaviorData
0a1cf56e ListenerConstraintInfo
38dd884c LiveFeatureToggles
af31eaf7 LiveFeatureTogglesInstance
c7dcf45f LoLFeatureToggles
6a18461c LoLFeatureTogglesInstance
f163deff LoLModesPhaseData
a2860180 LoLModesRoundData
7e67f6dd LoLModesRoundsListData
dd4505cb LoLSpellPreloadData
a152ff38 LoLSpellPreloadDataInstance
f53884fe LoLSpellScriptInstance
428beb52 LoadScreenTip
be0dceb0 LoadScreenTipConfiguration
71ac2b6b LoadScreenTipConfigurationInstance
508c53cd LoadScreenTipInstance
f725cf62 LoadScreenTipSet
6b52819d LoadScreenTipSetInstance
a5f32abe LoadingScreenBasicViewController
df899961 LoadingScreenChallengeTokenData
732daac5 LoadingScreenChallengesData
7e08466d LoadingScreenChampionMasteryData
15793a8c LoadingScreenClash
4f3e1bdd LoadingScreenClashTeam
2dfb2488 LoadingScreenClassicViewController
868f2575 LoadingScreenEmblemData
a89e6d1e LoadingScreenGameModeBackground
3c8d0b5d LoadingScreenHonorFlairData
604da433 LoadingScreenLatency
e259ae3e LoadingScreenLatencyThreshold
cbdadf65 LoadingScreenPlayerCardBaseData
15f28ac8 LoadingScreenPlayerCardClassicData
a5dec77a LoadingScreenPlayerCardClassicSpellData
f30734a3 LoadingScreenPlayerCardSwitcherData
34148f4e LoadingScreenPlayerCardSwitcherViewController
682de9e7 LoadingScreenPlayerCardTabData
1239c84e LoadingScreenPlayerCardTftData
da175154 LoadingScreenPlayerCardsViewController
2fae5ced LoadingScreenProgressMeter
7e1a5460 LoadingScreenRankedData
6d6cc142 LoadingScreenRankedFrames
65619bbd LoadingScreenRankedProperties
af7c0947 LoadingScreenRatedData
9b91b06e LoadingScreenRatedTierIconData
69af20f0 LoadingScreenRegaliaData
df58e9c6 LoadingScreenSettings
d3be7d61 LoadingScreenSettingsInstance
b0d49a20 LoadingScreenSummonerNameData
e8062aeb LoadingScreenSummonerTitleData
a502a9f5 LoadingScreenTips
a75a77b3 LoadoutArenaSkinInfoPanel
0a42222f LoadoutCompanionInfoPanel
3266720b LoadoutDamageSkinInfoPanel
f46ab681 LoadoutEmoteInfoPanel
ea452f2f LoadoutFeatureData
16f040ac LoadoutFeatureDataInstance
7517feef LoadoutGridButtonData
3fd5f11a LoadoutItemListPanelData
6c262084 LoadoutScript
a928a446 LoadoutSelectViewController
759a8c58 LoadoutUpgradeDialogViewController
00b1e2f6 LoadoutViewController
88b8380c LoadoutsButtonData
407b58d1 LobbyBottomButtons
45e66b18 LobbyFriendPortraitData
e87aa7bf LobbyLabFields
5c8fefd9 LobbyLayout
d3cb80a0 LobbyLeaderControls
203722d2 LobbyPlayerData
5a27978a LobbyReadyCheck
c5976812 LobbySelfPortrait
08a15686 LobbyViewController
3c136fac LocaleRarityOverride
0bf5a9a6 Location
766cec74 LocationClamped
c1133f98 LockRootOrientationEventData
0b9ac9c3 LockRootOrientationEventDataInstance
328299fa LockRootOrientationRigPoseModifierData
ed042565 LockRootOrientationRigPoseModifierDataInstance
ebfb09e2 LogicDriverBoolParametricUpdater
6ee453be LogicDriverButtonViewController
b451b26c LogicDriverConditionalElementsEntry
40124672 LogicDriverFloatParametricUpdater
366824d6 LogicDriverSource
f0e5d4f6 LogicDriverViewController
5297779e LogicDriverViewEntry
f77590db LogicDriverVisibilityController
cb05e946 LoginRootScene
6d1f19d7 LoginViewController
8353a901 LolBehaviorScript
ab89e6ba LolGameStateViewController
b0df288d LolModesReplayConfig
6b2225f9 LolModesSubphaseData
e70d5f0b LolModesTeamConfig
fc3664a1 LolModesTeamDisplayData
69dae321 LolSpellScript
fae760c7 LongestLossOfControlTypeIntDriver
f6e2129e LookAtGoldRedirectTargetAngleParametricUpdater
817dda6b LookAtInterestAngleParametricUpdater
42b7c989 LookAtInterestDistanceParametricUpdater
41356ce8 LookAtSpellTargetAngleParametricUpdater
0cf99c50 LookAtSpellTargetDistanceParametricUpdater
dca02fad LookAtSpellTargetHeightOffsetParametricUpdater
008a9d44 LoopBlock
ec9fc3ae LooseUiTextureData
f008670d LooseUiTextureData3SliceH
d20837d3 LooseUiTextureData3SliceV
0e382741 LooseUiTextureData9Slice
5657b533 LooseUiTextureDataBase
5c1ba470 LootItem
634c3066 LootItemDetails
dacabc03 LootItemLineElements
95693f97 LootOutputBase
28e2b381 LootStatus
3c67f748 LootTableDialogViewController
f3a893ed LossOfControlIconData
89cb439a LossOfControlIcons
53b75245 LossOfControlIndicator
ec1a0f26 LossOfControlTemplate
ce8769d7 LuaObjectOverrides
9a2769a4 LuaPropertyData
a487a000 LuaPropertyDataBoolean
e6e22688 LuaPropertyDataEntry
460c4eb6 LuaPropertyDataFloat
6fe54ebf LuaPropertyDataFloatArray
de4a6414 LuaPropertyDataGlobalRef
e5fa2828 LuaPropertyDataGlobals
e7e4e05e LuaPropertyDataIntArray
fdca498e LuaPropertyDataInteger
51d7da65 LuaPropertyDataString
7aaf9246 LuaPropertyDataStringArray
f261b123 LuaTableData
e9070f91 ManagerSettings
dfa2efb1 Map
cbcee203 MapAction
327b06c3 MapActionAnimationData
a2cc36e2 MapActionAttachMapParticle
af23408c MapActionBuildUpMapParticle
8c0d80f5 MapActionCycleMapParticle
ceab3604 MapActionCyclePropAnimation
f7080e09 MapActionFaceCamera
6cdbb71d MapActionFollowPath
b3a20911 MapActionPlayAnimation
931b791e MapActionPlayPostEffect
7f3c5086 MapActionPlaySoundAtLocation
49da656e MapActionSetMaterialFloat
f2a038f3 MapActionSetVisibilityFlag
fea4e3fe MapActionTFTCameraShake
ced6ab09 MapActionToggleMapParticle
e1bb8efb MapActionToggleMapThemeMusic
e54c014f MapAlternateAsset
32a5f174 MapAlternateAssets
c0c056f1 MapAnimatedProp
cdc39523 MapAreaEventConstraintInfo
ac7a5f1d MapAreaGroupCheck
a783cfd5 MapAudio
b36da9ac MapAudioDataProperties
d7710257 MapAudioDataPropertiesInstance
6a4a3409 MapBakeProperties
e1530ed6 MapBakePropertiesInstance
3c6aaabb MapBehavior
4e731e5a MapCamera
0bdd6bac MapCharacterList
07e19c23 MapCharacterListContainer
38d70457 MapCharacterListInstance
5dc161c3 MapClouds
2ddf30cc MapCloudsLayer
044f9e6c MapComponent
8ee3ac17 MapComponentInstance
dde8c114 MapContainer
08c2192f MapContainerInstance
643d3b29 MapContainsOtherMaps
651375aa MapContextualClick
300333fc MapCubemapProbe
c4244dee MapCubemapRegion
ef02c9a2 MapDynamicLighting
5289f880 MapDynamicPointLight
9063268e MapDynamicSpotlight
cff54e31 MapFrustum
03f47efa MapGraphicsFeature
f3726d48 MapGroup
c4fa034e MapInstance
a55a663e MapLaneComponent
cfb97790 MapLightUpdaterType
cc4b5b2d MapLightingInfo
dca35419 MapLightingV2
8a3cae37 MapLightingVolume
a844df61 MapLocator
acfa07ea MapLocatorArray
6604a5d5 MapLocatorArrayInstance
c1ad6f3e MapLocatorInstance
bf11ddc7 MapMaterialSwap
2a4ec840 MapMinimap
7abcb65c MapMotionPath
1c7aba6e MapNavGrid
e1127f16 MapNavGridOverlay
b51e8bff MapNavGridOverlays
38d3b701 MapNavigationGridOverlay
e749c876 MapNavigationGridOverlays
16349e22 MapNavigationMesh
592ef6c3 MapParticle
48d3750b MapParticleGroups
ea213078 MapParticleGroupsInstance
616f2180 MapParticleInstance
6eee108e MapPathCurveSegment
9973a3d9 MapPathLineSegment
9b34beab MapPathSegment
223400cf MapPerInstanceInfo
6f10dd4c MapPerInstanceInfoInstance
598b82e8 MapPlaceable
9ef09bad MapPlaceableBase
b25c0a3f MapPlaceableContainer
0aa73f93 MapPlaceableInstance
67b8a81b MapPlaceableLinkGroup
1cd3998b MapPlaceableName
022e6e77 MapPointLight
c2da185a MapPointLightBase
5c36bb84 MapPointLightInstance
27d3eaaf MapPointLightType
896aec2c MapPointLightTypeInstance
45f3b3ac MapPrefabInstance
6dd26f3a MapProjectedTexture
94184a6c MapProp
0f4b99cd MapPropCommon
894c1e67 MapRoundData
091c0b1c MapScriptLocator
cd19ef3c MapSkin
38f16a3e MapSkinColorizationPostEffect
01478409 MapSkinColorizationPostEffectInstance
d7d66467 MapSkinInstance
d11fafa3 MapSpotlight
adefc98e MapSpotlightBase
429f3e94 MapStaticPointLightBase
169a2f9c MapSunProperties
09fb9fc7 MapSunPropertiesInstance
d3e01da6 MapTerrainPaint
56792541 MapTerrainPaintInstance
df8fd03d MapThemeMusic
54008626 MapTransitionPositions
d065d448 MapUniquePointLight
2b8acbbe MapVisibilityFlagDefinition
587ed3b7 MapVisibilityFlagDefinitions
11c525b8 MapVisibilityFlagRange
60ca3f49 MapWorldParticle
9861884e MapWorldParticles
2b3c2139 MaskData
db3e4886 MaskDataInstance
f537d9e7 MasteryBadgeConfig
8c1f38b4 MasteryBadgeConfigInstance
4fb68ac5 MasteryBadgeData
99516692 MasteryBadgeDataInstance
1e23331e MasteryData
d63bcf0f MatchHistoryMapItemData
b2be4d05 MatchHistoryPlayerTemplate
3228d244 MatchHistoryTraitTemplate
fdad6e32 MatchHistoryUnitTemplate
d99ff7e6 MatchmakingQueue
6fb8aab5 MaterialDataCollections
d1bd9b17 MaterialDef
e77e04da MaterialInstanceDef
751cef21 MaterialInstanceDynamicParam
45d01ffc MaterialInstanceDynamicSwitch
40948bab MaterialInstanceDynamicTexture
5934419f MaterialInstanceParamDef
fce8f360 MaterialInstanceSamplerDef
a21cf9ea MaterialInstanceSwitchDef
4dcdc8c1 MaterialInstanceTextureDef
55ee72f9 MaterialOverrideCallbackDynamicMaterial
53df6397 MaterialParameterData
e9c1f997 MaterialParameterDataCollection
065d4118 MaterialSamplerData
dc333374 MaterialSamplerDataCollection
4f258a74 MaterialSwitchData
b77bfdb8 MaterialSwitchDataCollection
e1fcfd23 MaterialTextureData
684e7d3b MaterialTextureDataCollection
d6028241 MaxAllSkillsCheat
7a6e1f1e MaxAllSkillsCheatInstance
0006516a MaxMaterialDriver
03609f55 MaxMaterialDriverInstance
e07a9f31 MessageBoxDialog
522ba90a MicroTicksPerStandardTickData
064c011f MicroTicksPerTickData
f7c852dc MicroTicksPerTickDataInstance
10d642fd MilestoneData
297c5518 MilestoneDefinition
3607cf10 MinMaterialDriver
29b41dcb MinMaterialDriverInstance
a1ad51c0 MinimapBackground
2acfe5ae MinimapBackgroundConfig
267fea39 MinimapBackgroundConfigInstance
e85065fb MinimapBackgroundInstance
1f333e8c MinimapData
21138837 MinimapDataInstance
1f4e4c65 MinimapIcon
91c2a2c7 MinimapIconBehavior
732ae9dd MinimapIconBehaviorSet
4dd5511e MinimapIconChangeOpacity
0391d360 MinimapIconColorData
db64ab9b MinimapIconColorDataInstance
78013032 MinimapIconInstance
aa3a44aa MinimapIconRotate
450ff991 MinimapIconScale
de7e62fc MinimapIconTextureData
25d0b727 MinimapIconTextureDataInstance
0997c9d8 MinimapMissilePipSource
7ae98a84 MinimapPingData
e8b42a5f MinimapPingDataInstance
7f5874f9 MinimapPingEffectAndTextureData
5c9ce946 MinimapPingEffectAndTextureDataInstance
6b7b7720 MinimapPingEffectDefinition
e8f0215b MinimapPingEffectDefinitionInstance
e3e052fb MinimapPingTypeContainer
0d9a30e8 MinimapPingTypeContainerInstance
d0754dc9 MinimapViewController
f60c70bb MinionUpgradeConfig
a4ef6883 Missile
dca199c7 MissileAttachedTargetingDefinition
0fd11294 MissileAttachedTargetingDefinitionInstance
160b1b1e MissileBehaviorSpec
cb7b70e9 MissileBehaviorSpecInstance
9c8ade94 MissileClient
b393121a MissileGroupSpawner
3e06357d MissileGroupSpawnerSpec
173b50ba MissileGroupSpawnerSpecInstance
6b2cfb7d MissileMovementSpec
52b4d6ba MissileMovementSpecInstance
6e763190 MissileRenderSpec
38fc504b MissileRenderSpecInstance
bffcb1fc MissileSpecification
0569e627 MissileSpecificationInstance
c869f406 MissileTriggerSpec
53bfa1d1 MissileTriggeredActionSpec
684792b0 MissileVisibilitySpec
16da6f6b MissileVisibilitySpecInstance
72a9c8c7 MissionAsset
f2cb0060 MissionBuffData
92a59764 MissionCategoryButtonDefinition
09b6fc81 MissionsPanelViewController
ae9e709a MobileCatalogData
94400f01 MobileQualitySettings
75259ad3 ModalDialogViewController
5ce1431e ModalShroudManager
0023f1da ModeProgressionRewardData
b62eaf02 ModeSelectButtonData
61767839 ModeSelectQueueButtonData
795e5e4f ModeSelectViewController
4379a5b2 ModifierAddedCalculationPart
f290add3 MouseOverEffectData
27aa90d0 MouseOverEffectDataInstance
3c38f0fa MoveSpeedParametricUpdater
bd71ac00 MovementDirectionParametricUpdater
1b01e9c3 MovingTowardEnemyParametricUpdater
eca0eb94 MultiDragonSoulSlotUiData
f2e17e62 MultiDragonTypeSourceUiData
eda975b4 MultiKillLogic
9082cc09 MultiLineTextElementData
6706a6d6 MultiLineTextElementDataInstance
6a87b47b MultiPullStandardItemData
869e25cd MultiPurchaseDialog
d3b5a3d5 MultipleEventsWithinTimeConstraintInfo
6630947b MusicAudioDataProperties
f3c12268 MusicAudioDataPropertiesInstance
fc205680 MutatorEnabler
4275b121 MutatorMapVisibilityController
332eb441 NamedDataValueCalculationPart
d5ae911e NamedDataValueCalculationPartInstance
af96bb9b NamedIconData
bdc90544 NavGridConfig
bf11c509 NavGridTerrainConfig
b13284de NavHeaderViewController
0dc0043a NavigationGroup
fe7449a3 NeutralMinionCamp
95fd84e9 NeutralMinionCampClearedLogic
acb408c2 NeutralMinionCampCommon
93a8f97b NeutralMinionSpawnConfig
397d31a9 NeutralTimerData
f378db76 NeutralTimerDataInstance
efb24138 NeutralTimerElements
0dbecd85 NeutralTimerSourceIconData
b22d5652 NeutralTimerSourceIconDataInstance
fa3c7ffa NeutralTimerState
08991dc1 NeutralTimerStateManager
0e9b6d64 NeutralTimerViewController
4c7bb73e NeutralTimers
05ae7109 NeutralTimersInstance
c3f33ef3 NewSpellCastFlowToggles
dd681b43 NextBuffVars
321d6e25 NextBuffVarsTable
b36e92f2 NextBuffVarsTableInstance
7c1c1df4 NextSpellVars
77f1af88 NextSpellVarsTable
c6c20233 NextSpellVarsTableInstance
8e85b8c7 NotInputSourceBool
d5a6ab25 NotMaterialDriver
d2c26ff2 NotMaterialDriverInstance
a855e6b2 NotScriptCondition
f8eda32d NotScriptConditionInstance
9847b086 NotificationDialog
50a1958b NotificationDialogOption
eac1ad19 NotificationListItemData
9b9b3633 NotificationSettings
16a40caa NotificationsPanelViewController
6f18d402 NotificationsViewController
edb8a340 NotificationsViewPanelController
caba4f42 NudgeIntoBrush
7a42f079 NullMovement
042b54c6 NullMovementInstance
86641cba NullMovementSpec
9ef92080 NumberCalculationPart
1879879d NumberFormattingBehavior
99d7e373 NumberFormattingData
dd4de76f Obj_GeneralParticleEmitter
f4753ad3 Obj_InfoPoint
6f2e6cac Obj_LevelSizer
96b0a5e6 Obj_NavPoint
e3e9b36c Obj_SpawnPoint
9e317160 ObjectAttacher
25210743 ObjectTags
4042c200 ObjectTagsInstance
e8d20b5b ObjectiveBannerViewController
b3f7f3ed ObjectiveBountiesStatus
75f447e0 ObjectiveCampDefinition
cf26708c ObjectiveIconDefinition
c9619884 ObjectiveVoteCampDefinition
ef77ac04 ObjectiveVoteData
4dfa0caa ObjectiveVotePanelData
f5b736ff ObjectiveVotePanelViewController
b0ca50e5 ObjectiveVoteResultData
52fcc087 ObjectiveVoteResultsViewController
d89e4a22 ObjectiveVotetTallyData
8a63c32f OffScreenPOIViewController
228de4db OffScreenPoiCamp
207474ec OffScreenPoiConfigData
4c1c2ed1 OffScreenPoiItemData
85c21a22 OffScreenPoiPing
2056b867 OffscreenKilledEnemyPIPSource
ecff1781 OffscreenPlayerPipSource
2d52e77f OmwPingRange
c8898924 OneTrueMaterialDriver
6ec3a7ff OneTrueMaterialDriverInstance
f362fded OptionItemBorder
8aaf5333 OptionItemButton
9c74b21a OptionItemCheckbox
c2aa47a6 OptionItemColumns
b2705faa OptionItemDropdown
433d3f61 OptionItemDropdownItem
0a6743a7 OptionItemFilter_And
14ccc857 OptionItemFilter_ClassicMusicAllowed
a6f7c24c OptionItemFilter_FeatureToggle
cd391c99 OptionItemFilter_GameStyle
3e59e2ca OptionItemFilter_HwRequirement
98f6af47 OptionItemFilter_Ios
d90e7018 OptionItemFilter_Map
ee4d1304 OptionItemFilter_Mutator
99bf5d5b OptionItemFilter_Not
f8026218 OptionItemFilter_Osx
7715ca2d OptionItemFilter_PromoteAccount
a4941383 OptionItemFilter_ReplayApi
00c58386 OptionItemFilter_VoiceChat
a6a54243 OptionItemFilter_Windows
d79b9cc2 OptionItemGroup
920d412e OptionItemHotkeys
761a2ea3 OptionItemLabel
4b11add4 OptionItemResolutionDropdown
bb6f8e53 OptionItemSecondaryHotkeys1Column
55212361 OptionItemSecondaryHotkeys1Column_Header
518d5fc0 OptionItemSecondaryHotkeys1Column_Row
6a9faeda OptionItemSecondaryHotkeys2Column
ea321356 OptionItemSecondaryHotkeys2Column_Header
430dd10d OptionItemSecondaryHotkeys2Column_Row
76ae967a OptionItemSlider
a9abb748 OptionItemSliderFloat
5adb5634 OptionItemSliderGraphicsQuality
26350e63 OptionItemSliderInt
db80ae6c OptionItemSliderVolume
f5324e2a OptionItemVoiceInputDeviceDropdown
caf4d6ac OptionTemplateBorder
4926ae3e OptionTemplateButton
aa338aeb OptionTemplateCheckbox
7e65aa5f OptionTemplateDropdown
67652271 OptionTemplateGroup
29fa9119 OptionTemplateHotkeys
bc916fb0 OptionTemplateHotkeysKey
555dc791 OptionTemplateHotkeysLabel
12a88974 OptionTemplateLabel
fd590d0f OptionTemplateMuteButton
c8dd1ef4 OptionTemplateSecondaryHotkeys1Column
0f656f11 OptionTemplateSecondaryHotkeys2Column
354988a8 OptionTemplateSecondaryHotkeys_Button
ceb70e5a OptionTemplateSecondaryHotkeys_Label
1ed10843 OptionTemplateSlider
af9f3bac OptionsTab
bc08ce70 OptionsViewController
a10379c5 OrInputSourceBool
18fea228 OrScriptCondition
97af23d3 OrScriptConditionInstance
bed31fc8 OutnumberedConstraintInfo
57b5ff8c OverrideAttackTimeData
ca859188 OverrideAutoAttackCastTimeData
351922b3 OverridePerkSelectionSet
b9d9bab0 OverridePerkSelectionSetInstance
da99f3bb OverrideResourceResolver
e89f142e PARTypeConfig
8f36b4bf PackFormationData
2fa70ec7 PackManagerData
6bf6a4c1 ParBarPercentParametricUpdater
2ed0810d ParStateData
8022f348 ParTypeData
2160b3ec ParallelClipData
4a91f197 ParallelClipDataInstance
f2b2e7c1 ParametricClipData
9855b49e ParametricClipDataInstance
537c5e0e ParametricMovement
12a888d6 ParametricMovementEntry
4aa30cae ParametricMovementType
0e0f8357 ParametricMovementType_AngleFromTarget
c8fbfa9f ParametricPairData
678dfc5c ParametricPairDataInstance
0542d41d ParticleEventData
83ec465a ParticleEventDataInstance
5dd693f9 ParticleEventDataPair
975fe846 ParticleEventDataPairInstance
dd7f9556 ParticleSystemElementData
bc7980ca ParticleWadFileDescriptor
9a619bbc PartnerGroupPlacements
4550017f PassDef
54206ba9 PassThroughParamsTable
ef095576 PassThroughParamsTableInstance
dd5707f9 PatchingRootScene
09a308ea PatchingViewController
e443fb30 PathingAngleParametricUpdater
1f728d34 PauseCheat
e0e70cfc PauseDialogViewController
6884e28b Pawn
9e5aed77 PerLocaleTooltipAdjustments
ea2ab5ca PercentageOfBuffNameElapsed
b6f03cdd Perk
3d7822a4 PerkBuff
b5fbf17f PerkBuffInstance
5ae18e0f PerkConfig
c0d4dc8c PerkConfigInstance
b12485e0 PerkEffectAmountPerMode
b523f61a PerkInstance
5a708f9f PerkReplacement
dfe0315c PerkReplacementInstance
898fff67 PerkReplacementList
16e68e34 PerkReplacementListInstance
1ddec1f2 PerkScript
a4e7a4a2 PerkScriptData
af2fccdd PerkScriptDataInstance
95c2716d PerkScriptInstance
0dda70a9 PerkSlot
ccdefa76 PerkSlotInstance
0e56cd5e PerkStyle
9c8c5d29 PerkStyleInstance
ba68ded1 PerkSubStyleBonus
f77a936e PerkSubStyleBonusInstance
447e12b4 PerkSummonerSpecialistChoices
67ac9672 PersistentEffectConditionData
00fa43e4 PersistentVfxData
7cd6c78b PfxAnimatedColorVariableData
7aca7486 PfxAnimatedFloatVariableData
2cd152ef PfxAnimatedVector2fVariableData
fd536c7a PfxAnimatedVector3fVariableData
01f6ac4e PfxComplexEmitterDefinitionData
0b350782 PfxFieldAccelerationDefinitionData
b27eabcf PfxFieldAttractionDefinitionData
7c5fe256 PfxFieldCollectionDefinitionData
60d5accc PfxFieldDragDefinitionData
43a1e5a2 PfxFieldNoiseDefinitionData
09e1a1e9 PfxFieldOrbitalDefinitionData
bdc38071 PfxGroupDefinitionData
8ee2930c PfxProbabilityTableData
84e88606 PfxSimpleEmitterDefinitionData
1c081003 PhysicsMovement
1cdb6bc0 PhysicsMovementInstance
bbb86b6e PingRadialBaseCategoryDefinition
76063b44 PingRadialBaseDefaultCommandDefinition
fd91cc12 PingRadialBaseViewController
354ac847 PingRadialViewController
e7555bdb PingSecondaryRadialViewController
5acfdf50 PlatformSpellInfo
9160350b PlatformSpellInfoInstance
9303df07 PlayGameRootScene
4e5647fc PlayGameViewController
4fb9f226 PlaybookAugmentItemData
65a0d565 PlaybookAugmentPanelData
46597ee6 PlaybookGridButtonData
6258a55c PlaybookInfoPanel
f86cce09 PlaybookItemListPanelData
8896c583 PlaybookViewController
690f8fb5 PlayerAugmentsViewController
520b38ec PlayerCardWidgetConfig
65aa46ed PlayerFields
cd1215b8 PlayerFrameViewController
02655b46 PlayerHeroStatsViewController
03a48829 PlayerInventoryViewController
7fae76b4 PlayerMuteViewController
58e072e0 PlayerPerksViewController
8f04cc91 PlayerPortraitUiData
1fbea063 PlayerPositionDynamicMaterialDriver
aa50a840 PlayerProfileCategoryButtonDefinition
8195235f PlayerProfileMatchHistoryView
5edc3830 PlayerProfileViewController
ba43011f PlayerReportViewController
c0037ef9 PlayerStatStonesViewController
0580644e PlayerStatsPanelViewController
bffa2626 PlayerStatsViewController
fe10ca95 PoiFadeData
782564ac PoiScalingData
051cb889 Polygon
a89fd289 PostGameLabFields
ebd18932 PostGamePlayerTemplate
7a2a7a0d PostGameUnitTemplate
ddcd3678 PostGameViewController
c29c13e3 PracticeToolButtonDefinition
a6e60faf PracticeToolViewController
af5a8fff PregameChatViewController
5c8a06f1 PreloadCharacter
5b82a425 PreloadCharacterWithSkinID
2f483ea6 PreloadCharacters
a66424c6 PresetAnimatorCheat
09b5d357 PresetEnvironmentArtCheat
ad106e67 ProductOfSubPartsCalculationPart
4057a24f ProgressBarDisplayData
281c11d2 ProgressBarViewController
055dd7d5 ProgressTrack
8107e04c ProgressionGraph
0f4765d4 ProgressionNode
bbb1d9bc ProgressionNodeData
009789b6 PromoBannerElement
efc7f35c PropertyLoadable
1d27312c PropertyOverrideLoadable
3ab46af0 PrototypeAkaliWMissileRender
3cae34ab PrototypeAkaliWMissileRenderInstance
eb4f00c2 PurchaseDialog
6908ed9f PurchaseDialogBase
6d8b7fba PurchaseDialogSubPurchaseElements
b32a4453 PurchaseDialogSubPurchaseHeaderElements
47704df2 QualitySetting
ab48cfd8 QuestDefinition
64b1df0c QuestTrackerMessageTemplate
4aef2936 QuestTrackerViewController
c89b6227 QuestUITunables
5b5e3b46 QueueDisplayData
ffe415f4 RSAndCondition
b6c42b03 RSEqualCondition
d12c8a58 RSNotCondition
1dd04702 RSTableGet
afc2369e RSTableSet
c803bd35 RSValueGet
bad95a7a RScript
222275e5 RScriptInstance
bbc6d7f5 RadialMenuButtonDefinitionBase
53a6d068 RadialMenuHoverButtonDefinition
3f22b20c RadialMenuViewController
6616ca3f RandomChanceCondition
f663c272 RandomChanceScriptCondition
8a9701ed RandomChanceScriptConditionInstance
