811c9dc5 
340ca71c 1
56cef8e2 Mordekaiser_Skin13_Passive_buf_AOE_Ultimate_Ally
53f97f68 Mordekaiser_Skin13_Passive_buf_AOE_Ultimate_Enemy
e35f89dd Mordekaiser_Skin13_Q_Impact_Mega_Ultimate
86ea486f Mordekaiser_Skin13_Q_Impact_Miss_Ultimate
84f6cab4 Mordekaiser_Skin13_Q_Impact_Ultimate
10779ee8 Mordekaiser_Skin13_Q_IndicatorTrap_Ultimate
da90607b Mordekaiser_Skin13_Q_IndicatorTrap_Ultimate_Enemy
db6150cb Mordekaiser_Skin13_Q_Mace_Charge_Ultimate
3bd6a915 Mordekaiser_Skin13_R_City_BlueGlow_Child
695a12ff Mordekaiser_Skin13_R_City_Smoke_Child
0ef38b65 Mordekaiser_Skin13_R_Form_Swap_1
79f2e0a6 Mordekaiser_Skin13_R_GodRays_1
78f2df13 Mordekaiser_Skin13_R_GodRays_2
523e08bb Mordekaiser_Skin13_R_Holo_1
604d63a9 Mordekaiser_Skin13_R_Ships_Trail_1
5d4d5ef0 Mordekaiser_Skin13_R_Ships_Trail_2
83dbbdd3 Mordekaiser_Skin13_R_Tower_Overlay
112d6c22 Mordekaiser_Skin13_R_Victim_Aura_Self
200fcb50 Mordekaiser_Skin13_W_Shield_Fail
59c634a3 Mordekaiser_Skin42_Idle01
49633e2d Mordekaiser_Spawn
a8bee210 Mordekaiser_W_Shield_Consume
e8e9f1c5 Mordekaiser_W_Shield_helmFlame
20e947f5 Mordekaiser_W_Shield_ignition
928a826a Mordekaiser_W_Shields
a02ad18b Mordekaiser_W_active_child
6ff1c7d2 Mordekaiser_W_footstep
7cddb582 Morgana_BA_Cas
211ed761 Morgana_BA_Crit
bcb6b7cc Morgana_BA_Mis
af91335e Morgana_BA_Swipe_One
dd9f8424 Morgana_BA_Swipe_Two
99970988 Morgana_BA_Tar
bf7a10f2 Morgana_BA__one_Mis
b65fd6de Morgana_E_Cas
bf0cc26c Morgana_E_Tar
1aa7b274 Morgana_Emote_Cauldron_Spawn_Smoke
4284443e Morgana_Emote_Death
f2411a82 Morgana_Emote_Death_Invisible
e3bcbcc1 Morgana_Emote_Recall
82826af7 Morgana_Emote_Recall_CombinedOrbs
2418915b Morgana_Emote_Recall_DarkOrb
ad7f92bd Morgana_Emote_Recall_Dust_Clouds
ee7b412d Morgana_Emote_Recall_EndImpact
86e0a442 Morgana_Emote_Recall_Energy
d8f6d990 Morgana_Emote_Recall_EnergySwirl_Child
4ebeed43 Morgana_Emote_Recall_Eye_Glow_Left
5061d05b Morgana_Emote_Recall_FeatherTrail
7c202c25 Morgana_Emote_Recall_FlowerFlourish
f79f98d6 Morgana_Emote_Recall_Hand_Glows
75993ef3 Morgana_Emote_Recall_LightOrb
bd284abd Morgana_Emote_Recall_Pouring_Liquid
03e8859b Morgana_Emote_Recall_Seed
2c1d59fd Morgana_Emote_Recall_Seed_Glow
a6143d5b Morgana_Emote_Recall_Spirit_Inhale
d0097f60 Morgana_Emote_Recall_Spirits
4b37a2f0 Morgana_Idle_leaves_falling
7372a732 Morgana_P_Enrage_Buff
2201a1d2 Morgana_P_Heal
6bed5762 Morgana_Q_Cas
0e4458a5 Morgana_Q_Cas_Trail
abc659ac Morgana_Q_Mis
862c4268 Morgana_Q_Tar
3a7cabf2 Morgana_Q_Tar_Buf
dcbe5dc7 Morgana_Q_mis_resolve
32c06729 Morgana_R_Beam
ce95d2e9 Morgana_R_Beam_Break
ba775765 Morgana_R_Beam_UnderGlow
530a3347 Morgana_R_Buf
da0e7cf3 Morgana_R_Buff
641ae3f6 Morgana_R_Ground_shadow_tar
f1fa43be Morgana_R_Indicator_Ring
d40ba1c2 Morgana_R_Initial_Mis
2b88fd05 Morgana_R_Tar
73248373 Morgana_R_Tar_Explode
e652b471 Morgana_R_beam_break_tar
aacce8ab Morgana_R_cas
ac00bc90 Morgana_Skin04_Body_Mat
1a977b31 Morgana_Skin41_Idle_missile
78e33a7c Morgana_Skin41_Idle_spark
4468764c Morgana_Skin50_R_Dark_Form
f2040d70 Morgana_W_Cas
78a7e647 Morgana_W_DirtCloud
0891d835 Morgana_W_Soil_Child
59dccd52 Morgana_W_Soil_Child_Enemy
d7d5ad76 Morgana_W_Tar_Green
67a01b16 Morgana_W_Tar_Red
cdb1bed4 Morgana_W_Tar_Wisp_1
d0b1c38d Morgana_W_Tar_Wisp_2
cfb1c1fa Morgana_W_Tar_Wisp_3
cab1ba1b Morgana_W_Tar_Wisp_4
c9b1b888 Morgana_W_Tar_Wisp_5
ccb1bd41 Morgana_W_Tar_Wisp_6
cbb1bbae Morgana_W_Tar_Wisp_7
5178b08c Morgana_W_buf
3581d1da Morgana_W_tar
bb77c6b9 MoteMagic
c3e301e3 Motes
12467974 Moto
cb6cb641 MotoHat
f9a95f86 MotoPlane
a45b05cc Motorcycle
6c166aba Mount
97a3e91f Mount_C_Buffbone_Glb_Center_Loc
22ec0e36 Mount_L_Toe
a17d4e4c Mount_Off
cc7c0d0a Mount_Off_to_Run
89faa4fa Mount_On
0fb234b8 Mount_On_To_Run
9ba420dc Mount_R_Toe
c6d51897 Mountain01_Mesh
f8777f60 Mountain02_Mesh
6b3315f5 Mountain03_Mesh
69cc2c3e Mountain04_Mesh
637659bb Mountain05_Mesh
2e9352e4 Mountain06_Mesh
fcf2e903 Mountains
b52cc393 MountedBaseDamage
84d1dd6b MountedQCalc
49c50af3 Mounton
742581dc Mouth
a62a7aea Mouth02_Base
16f74f89 MouthBase
cab9b156 MouthFix_LL_05
4313744e MouthFix_U_02
0a1790fc MouthOpen
d77c966b MouthSmaiV1
c6b1f190 MouthSmile
51ff40ff MouthSurprise
0a84a448 MouthSurpriseV3
8b7c03a4 MouthUnhappV2
7eefc4b4 Mouth_Abdominalblackness
fee9c1e4 Mouth_Anger
fa19183a Mouth_Angry
0adf74c3 Mouth_Arrogant
3c324e4c Mouth_Bad
ec55db64 Mouth_Base
552391d7 Mouth_Bigsmile
b5958c17 Mouth_Close
ec5d0102 Mouth_Confuse
ed0fb4d7 Mouth_Cry
1c20c567 Mouth_D
a635d1ca Mouth_Default
8a2676e6 Mouth_Embarrassed
1e18dc31 Mouth_Excited
a5c616ca Mouth_Explode
98f4a658 Mouth_Force
b0a3cba9 Mouth_Glod
9da3adc0 Mouth_Glow
c8b3361d Mouth_Happy
fadfd329 Mouth_Helper
0e7a33b1 Mouth_Hiccup
859f256a Mouth_Hiccup_Oral
9311eeaa Mouth_Hideous
55cb137f Mouth_Howl
541c33fe Mouth_Insidious
a77f2945 Mouth_Laugh01
a47f248c Mouth_Laugh02
a57f261f Mouth_Laugh03
d66e9efa Mouth_Noodle
6f62243d Mouth_Oral
d0e785d2 Mouth_Perseverance
c54ed5c2 Mouth_Playful
607921bd Mouth_Pleep
1d7eaff1 Mouth_Poor
1594903d Mouth_Proud
705dacf0 Mouth_Regret
bb6e09d2 Mouth_Sing
730757d0 Mouth_Small
e4f97233 Mouth_Smile
13073227 Mouth_Smirk
77e76dee Mouth_Surprise
9108ec1a Mouth_Wacky
0a56a61a Mouth_Wink
c5ab7ed1 Mouth_finisher
4f72f86b Mouth_grimace02
0770939b MoveAlongNow
5d9dbc7f MoveHaste
51af37ba MoveOrder2D
9f49799f MoveSpeed
bdc3d00b MoveSpeedAmount
1dae79f2 MoveSpeedBonus
873cc4b2 MoveSpeedBoost
5486c90e MoveSpeedCalc
818b9f2d MoveSpeedCap
384ac53b MoveSpeedDuration
4b504bad MoveSpeedMod
067cf370 MoveSpeedModPerStackMELEE
ddc67237 MoveSpeedModPerStackRANGED
9400e4de MoveSpeedPerStack
cc4aaaf4 MoveSpeedPercent
16dc53a6 MoveSpeedSlow
fdaf6785 MoveSpeed_Base
d5b46533 MoveSpeed_Ratio
e58e2cf2 Move_In
deeda29f Move_Loop
216cd609 MoveableHeadParts_MAT
05562e58 Movement
77db8303 Movement Speed
d51c30d3 MovementSpeed
cb67b417 MovementSpeedAmount
b76e54de MovementSpeedBase
92ecd111 MovementSpeedMod
914f006d MovementSpeedOnQ2
b4d8f040 MovementSpeedPercent
b9feaef7 MovementSpeedPercentBonus
09b588a2 MovespeedBuff
6606697b MultiBulletDamage
77c9c0a3 MultiFireDamage
8a4eacf3 MultiHitAmp
99541612 MultiHitDamage
552b8146 MultiHitRatio
d366aae3 MultiMissileReduction
58e0fa20 MultiMissileTotal
f506c7e6 Multiplier
276ba2c8 MultiplierForDamage
fc11b9b3 MuscleBody_C_Buffbone_Glb_Center_Loc
1126f6cb MuscleBody_C_Buffbone_Glb_Crown_Loc
28a21d20 MuscleBody_C_Buffbone_Glb_Layout_Loc
eb50e257 MuscleTeemoEyesBase
8c962b65 MuscleTeemoSteadfast
c16a0104 MuscleTeemobody
a8bf004a MuscleTeemohead
3abb8dbf Mush01
3bbb8f52 Mush02
3cbb90e5 Mush03
9bd27472 Mushroom1
9ad272df Mushroom2
99d2714c Mushroom3
98d26fb9 Mushroom4
97d26e26 Mushroom5
a4d2829d Mushroom8
1ca835b0 Mushroom_Cap
0dfd1a9f Mystic_Dody
a1953857 Mystic_Wings
9de8d75b Mythic
e185b21e MythicAD
f29ee971 MythicADBonus
c7601d82 MythicADPerLegendary
f585d19a MythicAP
e6d8f4aa MythicASBonus
68cfd72d MythicArmorPen
541fd81e MythicBonus
a4f4b92e MythicHaste
18e822d2 MythicHasteAmount
c06d2561 MythicHasteBonus
96baa391 MythicHealthAmount
e127efac MythicHealthBonus
6dc76edd MythicItems
dc7cafe3 MythicMS
22a15e36 MythicMSBonus
78354f67 MythicMSPerLegendary
1c671a09 MythicMagicPen
b7789576 MythicMagicPenPercent
3ef50fb7 MythicMagicPenetration
82fa2fb9 MythicMovespeedAmount
27c4fbb2 MythicOmnivamp
e2551094 MythicPassive
ef38dcbc MythicPassiveAPBonus
5a39e94d MythicPassiveAbilityHaste
bf55476c MythicPassiveAbilityHasteCalc
217ef13b MythicPassiveBonus
6a0557ba MythicPassiveBonusTooltip
f8f4288c MythicPassiveHP
3306bd24 MythicPassiveHealShieldPower
ecabad82 MythicPassiveHealth
e40dc123 MythicPassiveHealthCurrent
770b8d32 MythicPassiveHealthPercentage
ef689476 MythicPassiveHealthPercentageCalcTOOLTIP
d8e0e833 MythicPassiveMSToolTip
b2d1a6ec MythicPassiveOmnivampBonus
1fcd4159 MythicPassiveOmnivampBonusTOOLTIPONLY
7e61b4af MythicPassiveResists
3899155e MythicPassiveResistsCalc
53518d28 MythicPassiveSizeTOOLTIP
e51516b6 MythicPassiveStat
e83d8d21 MythicPassiveTenacity
294192ea MythicPenAmount
6c09bf31 MythicStat
3f0ecb5d MythicStatAmount
9a47ea19 Mythic_tip
898f7e2d NB_LootOrb_Item_1011
038c6ca4 NB_LootOrb_Item_1027
f98c5ce6 NB_LootOrb_Item_1029
ff8a27c1 NB_LootOrb_Item_1033
028a2c7a NB_LootOrb_Item_1036
089b7f0d NB_LootOrb_Item_1042
fe9930b8 NB_LootOrb_Item_1052
ff99324b NB_LootOrb_Item_1053
44a5c7a9 NB_LootOrb_Item_3057
5a06fbb5 NB_LootOrb_Item_3105
5d07006e NB_LootOrb_Item_3108
6c04d974 NB_LootOrb_Item_3133
d9fd37d9 NB_LootOrb_Item_3145
bf1bb464 NB_PushCart_Explosion_Tar
07034d11 NB_PushCart_Explosion_Tar_Child
a92de77e NEXUSBLITZ_Cloud_Speed_Proc
36e40ee1 NEXUSBLITZ_Dragon_Elder_Cast1
33e40a28 NEXUSBLITZ_Dragon_Elder_Cast2
aa2c9d3a NEXUSBLITZ_Dragon_Elder_Indicator
c193ae79 NEXUSBLITZ_Dragon_Elder_Model_VFX
95ab4983 NEXUSBLITZ_Dragon_Elder_Tar1
4b569309 NEXUSBLITZ_Drake_Buf_Cloud
dd0573b3 NEXUSBLITZ_Drake_Buf_Mountain
59c7c296 NEXUSBLITZ_Drake_Buf_Ocean
5a83bf3d NEXUSBLITZ_Elder_Drake_Activation_Buff
858a0fb1 NEXUSBLITZ_Elder_Drake_Flames_Buff
d393a46e NEXUSBLITZ_Event_Reward_ElderDragon
a0e7122d NEXUSBLITZ_JungleGuardian_Passive_revivetimer
dc8c7872 NEXUSBLITZ_JungleGuardian_Q_Small_mis
71dca527 NEXUSBLITZ_JungleGuardian_Root
3360618b NEXUSBLITZ_JungleGuardian_RootDeath
d0dd5702 NEXUSBLITZ_KingOfTheHill
27614999 NEXUSBLITZ_LootGoblin_BA_cas
99e56ea3 NEXUSBLITZ_LootGoblin_BA_mis
7a7ab7a7 NEXUSBLITZ_LootGoblin_BA_tar
39c2585a NEXUSBLITZ_LootGoblin_E_Poison
783a4c45 NEXUSBLITZ_LootGoblin_E_Poison_Child_Explode
fdf9903f NEXUSBLITZ_LootGoblin_E_cas
02832c9d NEXUSBLITZ_LootGoblin_E_mis
f7c70db1 NEXUSBLITZ_LootGoblin_E_tar
70b650bb NEXUSBLITZ_LootGoblin_Idle_Gold
8cabdaba NEXUSBLITZ_LootGoblin_Idle_Gold_Child
ede81e0d NEXUSBLITZ_LootGoblin_Idle_Leaf
a94b99ac NEXUSBLITZ_LootGoblin_Idle_Leaf_2
0d2cd5d8 NEXUSBLITZ_LootGoblin_P_Buf
a5cbaddc NEXUSBLITZ_LootGoblin_P_cas
bfb86783 NEXUSBLITZ_LootGoblin_Q_cas
2c386c46 NEXUSBLITZ_LootGoblin_Q_debuf
7fddd239 NEXUSBLITZ_LootGoblin_Q_mis
6074ae3d NEXUSBLITZ_LootGoblin_Q_tar
d895cc87 NEXUSBLITZ_LootGoblin_R_CollisionBox_Ring
f3809f85 NEXUSBLITZ_LootGoblin_R_CollisionBox_RingEnemy
4830767d NEXUSBLITZ_LootGoblin_R_GroundImpact_Dust
13016f64 NEXUSBLITZ_LootGoblin_R_Mis
06563959 NEXUSBLITZ_LootGoblin_R_Mis_Bounce
6bfc44e9 NEXUSBLITZ_LootGoblin_R_Mis_Short
f8a870b1 NEXUSBLITZ_LootGoblin_R_bounce_sound
9abc0300 NEXUSBLITZ_LootGoblin_R_tar
c3921156 NEXUSBLITZ_LootGoblin_Skin03_Idle_Trail
d4cfdad2 NEXUSBLITZ_LootGoblin_W_Buf_Weapon
c2916ed9 NEXUSBLITZ_LootGoblin_W_buf
35f19bf1 NEXUSBLITZ_LootGoblin_W_buf2
a875de89 NEXUSBLITZ_Mountain_Shield
194e4a84 NEXUSBLITZ_NexusRooted_Skin0_Smoke
1341f12e NEXUSBLITZ_NexusWalking_BA_Tar
ebc19cc4 NEXUSBLITZ_NexusWalking_R_Warning
7b67cbdf NEXUSBLITZ_NexusWalking_R_Warning_Enemy
6a6958ad NEXUSBLITZ_SorakaBot_BA_crit_tar
5902ba18 NEXUSBLITZ_SorakaBot_BA_mis
659b7144 NEXUSBLITZ_SorakaBot_BA_tar
53c2c04b NEXUSBLITZ_SorakaBot_Cleric_BA_tar
e239e101 NEXUSBLITZ_SorakaBot_Cleric_Wish_tar
71c2cfa6 NEXUSBLITZ_SorakaBot_E_Beam
78e32671 NEXUSBLITZ_SorakaBot_E_rune
913a4b49 NEXUSBLITZ_SorakaBot_E_rune_RED
387fa6c0 NEXUSBLITZ_SorakaBot_Q_Mis
7597368c NEXUSBLITZ_SorakaBot_Q_Tar
17356439 NEXUSBLITZ_SorakaBot_R_tar
bd556df1 NEXUSBLITZ_SorakaBot_globalhit_physical
a4c98c84 NPC_KhazixStatue
9e2e907a NPC_Pet_Glow_Common
5d32b4a3 NPC_Pet_Glow_Rare
815c247d NPC_Pet_Glow_Uncommon
60fbfc1b NPC_Pet_Griffin_Base_MAT
bc24dc0f NPC_Pet_Grumps_Base_Emote_Celebrate_Confetti
35826505 NPC_Pet_Grumps_Base_Emote_Recall_Dust
6806ac26 NPC_Pet_Grumps_Base_Emote_RunVariant1
5b3d0c58 NPC_Pet_Grumps_Base_Emote_Taunt_Dust
ab3ffb96 NPC_Pet_Qiyana_T1_Hoop_MAT
26643d92 NPC_Pet_Qiyana_T1_Tail_MAT
df4cc84d NPC_Pet_Qiyana_T2_Tail_MAT
dc1f4984 NPC_WorldsCup
b65f1a08 NPC_WorldsCup_Glow
32e41e53 NPE_Audio
20184c8f NPE_Geometry
803bd6f5 NPE_MapObjects
3388202e NPE_Particles
f354baf0 NR_MAT
fba9ed0b N_Broken
f35ba4fa N_Wind_Strong
edc5b130 NaafiriADFlatBoost
c4c6d25a NaafiriADPercentBoost
8038fc6e NaafiriPackmate_BasicAttack_Packmate_Leap
8a520a03 NaafiriPackmate_Emote_Dancing
7e22ef66 NaafiriPackmate_Emote_Death_Packmate
ab834783 NaafiriPackmate_Emote_Digging01
2c8d32d3 NaafiriPackmate_Emote_Sitting
17acdf08 NaafiriPackmate_Skin01_Idle_IdlePackmateVFX
24a59cd3 Naafiri_BA_Swipe01
25a59e66 Naafiri_BA_Swipe02
26a59ff9 Naafiri_BA_Swipe03
c7f17489 Naafiri_Basic_Attack_Hit_01
ff91a56b Naafiri_Crit_Attack_Hit_01
516e8080 Naafiri_E_Dash
6c380562 Naafiri_E_Packmate_Disappear
f65916ad Naafiri_E_SecondHit
65c01492 Naafiri_E_SecondHit_Packmate
a9da6eab Naafiri_E_Tar
208df14b Naafiri_Emote_Dance01
218df2de Naafiri_Emote_Dance02
9dc7580e Naafiri_Emote_Death01
9cc7567b Naafiri_Emote_Death02
ca490ff5 Naafiri_Emote_Digging_Looping
ddaf2b02 Naafiri_Emote_Kicking01
dcaf296f Naafiri_Emote_Kicking02
8ea8387c Naafiri_P_Packmate_Leap
f713bb70 Naafiri_P_Packmate_LowHP
1e1018b7 Naafiri_P_Spawn_Naafiri
6d58b415 Naafiri_P_Spawn_Naafiri02
8bae2351 Naafiri_P_Spawn_Packmate
c20a6e13 Naafiri_P_Spawn_Packmate02
1e08adcc Naafiri_Q_Bleed_Tick
d3698db7 Naafiri_Q_Cast
82ce2fa4 Naafiri_Q_Charge
f84e2ec2 Naafiri_Q_Heal
bb958ec3 Naafiri_Q_Mis
ae108fdd Naafiri_Q_Missile_Bleeding_Tar
548469e4 Naafiri_Q_Missile_Tar
29ff76bc Naafiri_Q_Packmate_Mis
0de7fe9f Naafiri_Q_Packmate_Missile_Tar
8a9c52e2 Naafiri_R_Buff
3c38eeef Naafiri_R_Buff_Packmate
c7b790c9 Naafiri_R_Movespeed
9e39cfe2 Naafiri_R_Refresh
667cd47e Naafiri_R_Shield
cf3a9d21 Naafiri_R_Transform
80c5b053 Naafiri_R_Transform_Child01
a642861d Naafiri_R_Vision_Pulse
4d76254d Naafiri_R_Vision_Pulse_Refresh
b5a0b03b Naafiri_W_AnimSwipe
5744e342 Naafiri_W_Beam_Packmate
cf6765da Naafiri_W_Dash
f422dea7 Naafiri_W_Dash_Packmate
6e38f999 Naafiri_W_Tar
e068edcc Naafiri_W_Tar_Indicator_Overhead
39b1e507 Naafiri_W_Tar_Indicator_Overhead_Enemy
a19ed456 Naafiri_W_Tar_Packmate
03c520f5 Naafiri_W_Windup
4985f7fa Naafiri_W_Windup_Packmate
c91e241d Naafiri_W_beam
30e8fd32 Nami_BA_mis
0d50fa9e Nami_BA_tar
da41cb71 Nami_E_Counter_01
d741c6b8 Nami_E_Counter_02
d841c84b Nami_E_Counter_03
29934d8c Nami_E_Counter_Child
6f1dc129 Nami_E_Counter_ChildOrb
ae77d48c Nami_E_Counter_ChildOrb_02
ccc00c3a Nami_E_Counter_GrandChild
884f768c Nami_E_buf
28dad370 Nami_E_cas
2d646fce Nami_E_mis
a90637dd Nami_E_mis_ally
6c5897da Nami_E_tar
c85e44a5 Nami_Emote_Joke_splash_01
c55e3fec Nami_Emote_Joke_splash_02
5c9225e9 Nami_Emote_TauntSplash
0016e879 Nami_Emote_joke
6a162af8 Nami_Emote_joke_child
46e2a588 Nami_I_staff_trail
7d5608ac Nami_Joke
1d1a2677 Nami_P_buf
6dc279ca Nami_Q_Cas_Splash
69f19651 Nami_Q_CastEffect
9b7ed2b2 Nami_Q_CastEffect_Parent
3ba4995a Nami_Q_Mis
02ac529a Nami_Q_Trails
29e93dfc Nami_Q_aoe_ground
7f18d729 Nami_Q_aoe_ground_child
7b568c34 Nami_Q_cas
ea233b75 Nami_Q_debuff
d06ae6a8 Nami_Q_indicator_green
c32e2118 Nami_Q_indicator_red
e480bd52 Nami_Q_pop
283b8b26 Nami_Q_tar
8342b904 Nami_Q_tar_ground
d00c45d0 Nami_R_LureFlash
e263e243 Nami_R_Mis
a3c6bddc Nami_R_cas_02
5b8ee202 Nami_R_curl
1287def9 Nami_R_indicator
d0a1d094 Nami_R_mis_Child_End
b269022d Nami_R_mis_Child_Start
63d467bf Nami_R_mis_green
3af668a3 Nami_R_mis_red
aeae9937 Nami_R_splash
b5a7f7dd Nami_R_splash_end
c2fabe47 Nami_R_tar
7e27930a Nami_Recall
d5437c53 Nami_Recall_AvatarGlow
c1947cba Nami_Recall_Glow
dfb744c5 Nami_Recall_Pool
0d4b0424 Nami_Recall_PoolCreation
ecefe458 Nami_Recall_Splash
a4255f0b Nami_Recall_Staff
d1c1deb8 Nami_Recall_StaffEnd
088141e0 Nami_Recall_Staff_Trail
cdcbc47e Nami_Skin08_Laugh_FireflyTrail
b62f839f Nami_Skin08_Staff
410fafa3 Nami_Skin41_Idle_Fish
4a5311f9 Nami_Skin41_Idle_Hair
fb1dfaae Nami_Skin41_Idle_Hair01
5f804068 Nami_Skin41_Idle_Trail01
4e65c1c6 Nami_Skin41_Z_Recall_DanceFloor
fc9cd31e Nami_Skin41_Z_Recall_Finale_BangHit
7a189101 Nami_Skin41_Z_Recall_Fish_Glow
962595cc Nami_Skin41_Z_Recall_Fish_Jump
25766900 Nami_Skin41_Z_Recall_Fish_Star
03f93a57 Nami_Skin42_I_Face01
aede0522 Nami_Skin42_Q_mis_01
0191aea4 Nami_Skin51_BA_Hand_Fresnel
51eb1d79 Nami_Skin51_E_cas_Self_Ritual
e2dd69fc Nami_Skin51_E_cas_Weapon_Resonance
7992b457 Nami_Skin51_Emote_Dance_Avatar_Tentacles_Pulse
3eae6f0c Nami_Skin51_Emote_Dance_Back_Light
d38d7247 Nami_Skin51_Emote_Dance_Back_Light_Long
4aed6e52 Nami_Skin51_Emote_Dance_Back_Spotlight_In
b5b4d98b Nami_Skin51_Emote_Dance_Back_Spotlight_Out
401ac278 Nami_Skin51_Emote_Dance_Back_light_Rays
a1309008 Nami_Skin51_Emote_Dance_Background
4f2f0ee8 Nami_Skin51_Emote_Dance_Cringe_BG
2ace453a Nami_Skin51_Emote_Dance_Down_Slash
f9ef0c3b Nami_Skin51_Emote_Dance_Finger_Trails
0616d063 Nami_Skin51_Emote_Dance_Hand_Glow
a81103dd Nami_Skin51_Emote_Dance_Hands_Trail
01039235 Nami_Skin51_Emote_Dance_Intro_Spotlight
c0873893 Nami_Skin51_Emote_Dance_Splash
9d0d2555 Nami_Skin51_Emote_Dance_Ssilhouette_Glow
d63e3294 Nami_Skin51_Emote_Death_Armor_Dissolve
fb9767db Nami_Skin51_Emote_Death_Body_Dissolve
7884eeb5 Nami_Skin51_Emote_Death_Flowing_Water
757a388c Nami_Skin51_Emote_Death_Ground_Water
768c76bd Nami_Skin51_Emote_Death_Weapon_Fading
02ea8a45 Nami_Skin51_Emote_Emote_Laugh_Jump_splash_trail_child
d3c11ee7 Nami_Skin51_Emote_Homeguard_Dark_Water_Trails
b370c877 Nami_Skin51_Emote_Homeguard_Magic_tentacles_Trail
a1ab2d5c Nami_Skin51_Emote_Homeguard_Speed_Boost
6acde304 Nami_Skin51_Emote_Homeguard_Tentacles_Avatar
53b751cd Nami_Skin51_Emote_Homeguard_Waves
08bd61d8 Nami_Skin51_Emote_Joke_Aquarium_Background
638892c2 Nami_Skin51_Emote_Joke_Aquarium_Bubbles_child
abdc9cac Nami_Skin51_Emote_Joke_Bottom_Dust
e3be2d1d Nami_Skin51_Emote_Joke_Chest_IN
046d9bfa Nami_Skin51_Emote_Joke_Underwater_trail
55ffc57e Nami_Skin51_Emote_Laugh_Background
f5a72f54 Nami_Skin51_Emote_Laugh_Circle_Splash
a4cc7d74 Nami_Skin51_Emote_Laugh_Jump_splash
a381179c Nami_Skin51_Emote_Laugh_Tentacle_trails
017e4c3c Nami_Skin51_Emote_Laugh_YEAH_splashes_child
b6bcf47d Nami_Skin51_Emote_Respawn_Background
e7caa24f Nami_Skin51_Emote_Respawn_Bubble
29d96346 Nami_Skin51_Emote_Respawn_Splash
edfc4bc5 Nami_Skin51_Emote_Taunt_Background
197bdaf4 Nami_Skin51_Emote_Taunt_Background_loop
f7be253e Nami_Skin51_Emote_Taunt_Champion_Sphere
cba6c8cc Nami_Skin51_Emote_Taunt_Friendship_avatar_hands
b5eede2a Nami_Skin51_Emote_Taunt_Lovely_Clam
53a12645 Nami_Skin51_Emote_Taunt_Lovely_Clam_Loop
7ef0bb6d Nami_Skin51_Emote_Tentacles_Avatar
158de2a2 Nami_Skin51_Idle_In_Var01
242c8c10 Nami_Skin51_Idle_Spell1_Jump_splashes
3c28e1cc Nami_Skin51_Idle_Weapon_Magic
1c0a6c1f Nami_Skin51_Q_AoE_Ground_Miss
77f0d9cd Nami_Skin51_R_Ground_Ritual
2d687b3c Nami_Skin51_R_Staff_Blink_and_trail
a4b9fe13 Nami_Skin51_R_cas_Body_Transform
1f1bb37d Nami_Skin51_Recall_Big_Splashes
db2bce32 Nami_Skin51_Recall_Casting_Hand_avatar
96285a0c Nami_Skin51_Recall_Hand_Glow
67b8cefb Nami_Skin51_Recall_Leviathan_Release
b1d473be Nami_Skin51_Recall_Leviathan_Spotlight
ba12f6c8 Nami_Skin51_Recall_Magic_Drop
0992bd39 Nami_Skin51_Recall_Magic_Water_Sphere_child
58c31e2d Nami_Skin51_Recall_Water_Background
3ed0cd56 Nami_Skin51_Recall_Weapon_Trail
7c834ff4 Nami_Skin51_Recall_Winddown_Leviathan_Release
84834eca Nami_Skin51_Recall_start_Sphere_Spotlight
0bddba50 Nami_W_Greentrail
42f40233 Nami_W_Mis_Enemy
78ca62c3 Nami_W_Mis_Heal
fd0c7170 Nami_W_Redtrail
4cecb280 Nami_W_Sparkels
500f299f Nami_W_Yellowtrail
86ee566b Nami_W_heal
f5e3886c Nami_W_tar
5a7e3c6b Nami_W_tar_ally
6f703167 Nami_W_tar_enemy
d56c1613 Nami_Z_FireflyTrail
729b7657 Nami_Z_Joke
9341c78f Nami_Z_JokeSplash_02
7ffbcf78 Nami_Z_JokeSplash_Child_02
df72b866 Nami_Z_LaughChildren
3304edbf Nami_Z_LureGlow
416c10ac Nami_Z_PoolChild
d1c1ae10 Nami_Z_Recall_02
563e6629 Nami_Z_Recall_Explosion
aa11f2c0 Nami_Z_Recall_Flashes
5d3aa039 Nami_Z_Recall_Swirl_01
5a3a9b80 Nami_Z_Recall_Swirl_02
5a98ae92 Nami_Z_TailTrail_Left
93f82fbf Nami_Z_TailTrail_Right
bc3c9157 Nami_Z_Water_Attack1
bd3c92ea Nami_Z_Water_Attack2
62e9ebc9 Nami_Z_Water_Laugh
c40ece74 Nami_Z_Water_crit
f5d275a2 Nami_Z_Water_death
af5fb192 Nami_Z_Water_idle
42e5dbc7 Nami_Z_Water_idle_child
7a4401fe Nami_Z_Water_pool
de574535 Nami_Z_Water_run
946243fc Nami_Z_Water_run_child
f6423e21 Nami_Z_Water_spell1
f3423968 Nami_Z_Water_spell2
f94242da Nami_Z_Water_spell4
54b8eaf4 Nami_Z_Water_taunt
5c8ba0c4 Nami_Z_Water_test
0d9b597c Nami_Z_Water_test_crazybone
de8c817a Nami_Z_Water_test_medium
0d0b8d1d Nami_idle
19074a47 NashorsADValue
d2e7ff6b NashorsAPValue
fdbfffaf NashorsBaseValue
45a9592c Nasus_AA_Cast_Slash_1
